GEOID,NAME,total_popE,total_popM,median_incomeE,median_incomeM,whiteE,whiteM,blackE,blackM,native_americanE,native_americanM,asianE,asianM,pacific_islanderE,pacific_islanderM,other_raceE,other_raceM,two_or_moreE,two_or_moreM,hispanicE,hispanicM,age_medianE,age_medianM
40101,"Muskogee County, Oklahoma",66606,NA,50289,2189,37411,345,6631,300,11873,601,446,67,6,9,2330,353,7909,706,4753,NA,38.1,0.3
40109,"Oklahoma County, Oklahoma",795822,NA,62505,964,497026,3181,117074,1395,25361,1324,26940,864,796,180,37157,2317,91468,3440,145768,NA,35.1,0.1
40119,"Payne County, Oklahoma",82058,NA,46658,3321,63827,321,3176,251,3345,348,3367,357,67,37,898,234,7378,665,4133,NA,27.2,0.3
40125,"Pottawatomie County, Oklahoma",72734,NA,58270,1744,53109,323,2346,151,9340,526,506,105,95,1,742,236,6596,575,4205,NA,37.7,0.4
40131,"Rogers County, Oklahoma",95870,NA,75312,1788,69283,330,896,96,12159,440,1603,101,77,34,1179,322,10673,540,5090,NA,39.3,0.3
40143,"Tulsa County, Oklahoma",668923,NA,65229,1023,436958,1718,66006,1041,34348,1047,24536,530,890,149,24959,1357,81226,1911,91419,NA,36,0.1
40145,"Wagoner County, Oklahoma",82269,NA,75082,2194,58448,337,2814,200,7374,419,1630,104,46,71,2107,365,9850,600,5989,NA,38.9,0.3
41003,"Benton County, Oregon",95615,NA,72882,3355,78175,555,1124,192,982,308,6669,284,158,79,2356,498,6151,607,7716,NA,33.5,0.2
41005,"Clackamas County, Oregon",420925,NA,95740,1859,346783,1958,3665,391,2115,357,19956,759,954,354,13057,1527,34395,2007,39282,NA,41.9,0.2
41017,"Deschutes County, Oregon",199352,NA,82042,2944,178997,1115,830,318,1450,554,2339,381,195,162,4521,1125,11020,1008,16887,NA,42.6,0.2
41019,"Douglas County, Oregon",111322,NA,56440,1715,98769,716,287,123,1214,280,1110,203,28,30,1608,463,8306,725,7025,NA,46.6,0.3
41029,"Jackson County, Oregon",222604,NA,67690,2163,189637,1559,1426,213,1831,436,2560,357,684,218,7724,1092,18742,1425,31198,NA,42.3,0.3
41033,"Josephine County, Oregon",87994,NA,56068,2989,78007,743,498,140,518,188,753,175,162,97,1426,478,6630,777,7143,NA,47.4,0.4
41035,"Klamath County, Oregon",69506,NA,57219,2936,56303,768,447,138,2451,337,611,200,201,58,2786,763,6707,838,9900,NA,41.1,0.4
41039,"Lane County, Oregon",382218,NA,65157,1401,318993,1423,4046,483,3381,498,9870,682,868,230,12647,1314,32413,1267,36603,NA,40.1,0.2
41043,"Linn County, Oregon",128598,NA,69523,2648,110542,916,597,237,849,247,1085,261,189,63,5025,1064,10311,877,12786,NA,40,0.4
41047,"Marion County, Oregon",345815,NA,70926,1756,247492,3064,4143,418,4036,802,7155,542,3661,230,34820,2607,44508,2476,96270,NA,37,0.2
41051,"Multnomah County, Oregon",808098,NA,83668,1355,585219,2445,43931,1465,8385,933,61740,1365,5197,381,25513,1796,78113,3079,99498,NA,38.2,0.1
41053,"Polk County, Oregon",87600,NA,77353,3027,71042,1015,651,199,1580,303,1620,283,392,150,4264,828,8051,711,13184,NA,37.1,0.5
41059,"Umatilla County, Oregon",79904,NA,70322,2599,60983,1305,612,193,2559,511,694,156,100,40,7711,1121,7245,1050,22413,NA,36.9,0.4
41067,"Washington County, Oregon",599541,NA,100121,1602,412135,2942,13785,787,4558,651,65752,1828,3116,515,37095,2835,63100,3185,104252,NA,37.5,0.2
41071,"Yamhill County, Oregon",107674,NA,80125,5185,86975,1215,667,136,1126,280,1621,302,268,85,5850,915,11167,1195,17840,NA,39.4,0.4
42001,"Adams County, Pennsylvania",104604,NA,78975,3334,95750,533,1694,304,341,218,844,134,4,8,2174,402,3797,467,7688,NA,43.8,0.2
42003,"Allegheny County, Pennsylvania",1245310,NA,72537,869,969070,1343,158051,2022,1152,203,50929,1060,310,167,10636,1165,55162,2648,29272,NA,40.6,0.1
42005,"Armstrong County, Pennsylvania",65538,NA,61011,2202,63113,267,689,137,23,25,241,32,0,27,215,86,1257,300,560,NA,47,0.2
42007,"Beaver County, Pennsylvania",167629,NA,67194,1531,148540,500,10127,488,127,59,839,110,6,8,1156,292,6834,659,3227,NA,44.9,0.1
42011,"Berks County, Pennsylvania",428483,NA,74617,1191,322910,2263,21068,1216,1847,713,5831,527,70,61,38190,2252,38567,2069,99460,NA,39.9,0.2
42013,"Blair County, Pennsylvania",122640,NA,59386,2058,115276,548,2329,263,79,61,688,172,21,30,353,150,3894,610,1721,NA,42.9,0.2
42017,"Bucks County, Pennsylvania",645163,NA,107826,1516,540421,1878,25143,1048,674,337,31585,950,73,47,14513,1777,32754,1900,38195,NA,44,0.2
42019,"Butler County, Pennsylvania",194562,NA,82932,2164,183767,402,2180,255,89,50,2758,244,9,13,980,278,4779,456,3391,NA,43.4,0.2
42021,"Cambria County, Pennsylvania",133263,NA,54221,1809,122895,270,4877,422,54,38,664,100,21,25,691,176,4061,481,2464,NA,45.6,0.2
42025,"Carbon County, Pennsylvania",65018,NA,64538,3424,59656,470,1582,402,95,52,288,87,0,27,562,218,2835,552,3889,NA,46.3,0.4
42027,"Centre County, Pennsylvania",158665,NA,70087,1941,136130,682,5157,404,220,119,9861,331,58,69,626,181,6613,848,4948,NA,33.3,0.3
42029,"Chester County, Pennsylvania",536474,NA,118574,2021,431632,1707,29302,1073,354,147,33658,713,98,52,11573,1334,29857,1900,40883,NA,40.7,0.2
42033,"Clearfield County, Pennsylvania",79707,NA,56982,1591,74333,327,1851,190,78,41,429,62,20,27,437,154,2559,420,2314,NA,45.2,0.2
42039,"Crawford County, Pennsylvania",83876,NA,58734,2298,78993,257,1281,176,39,28,499,64,20,22,546,194,2498,295,1250,NA,43.6,0.2
42041,"Cumberland County, Pennsylvania",261269,NA,82849,1822,221159,937,11297,806,188,102,12995,536,27,34,3524,592,12079,1118,12076,NA,40.3,0.2
42043,"Dauphin County, Pennsylvania",286108,NA,71046,1614,190327,1539,52798,1170,769,304,16319,466,335,284,9645,1465,15915,1758,29871,NA,39.4,0.3
42045,"Delaware County, Pennsylvania",575312,NA,86390,1326,378134,1213,126608,1346,725,231,34810,676,231,210,10204,1067,24600,1682,24939,NA,39,0.2
42049,"Erie County, Pennsylvania",270495,NA,59396,1515,227590,830,18828,840,504,148,5142,317,60,47,3506,758,14865,1166,12637,NA,39.9,0.3
42051,"Fayette County, Pennsylvania",128417,NA,55579,2314,116188,438,5437,462,98,56,645,69,51,72,830,307,5168,636,1780,NA,45.2,0.1
42055,"Franklin County, Pennsylvania",156084,NA,71808,2153,139482,1027,5353,580,495,315,1237,198,35,46,2465,756,7017,1025,10108,NA,42.2,0.4
42063,"Indiana County, Pennsylvania",83394,NA,57170,2657,77644,476,1881,276,49,42,699,149,2,3,374,162,2745,551,1295,NA,39.6,0.4
42069,"Lackawanna County, Pennsylvania",215672,NA,63739,1644,183886,955,5837,511,161,66,6193,330,106,92,4854,830,14635,1085,19428,NA,41.9,0.3
42071,"Lancaster County, Pennsylvania",553202,NA,81458,1462,466989,2209,22284,1259,930,272,13133,533,112,60,20123,1893,29631,2049,62108,NA,39,0.3
42073,"Lawrence County, Pennsylvania",85907,NA,57585,1767,78443,318,3324,279,18,16,267,90,0,27,327,158,3528,395,1471,NA,45,0.2
42075,"Lebanon County, Pennsylvania",143258,NA,72532,1949,119157,825,3014,324,153,116,2228,196,5,7,11149,988,7552,1041,20729,NA,41.3,0.4
42077,"Lehigh County, Pennsylvania",374110,NA,74973,1499,259995,2628,26088,1378,1116,461,12550,743,114,47,30714,2573,43533,2496,101726,NA,38.9,0.2
42079,"Luzerne County, Pennsylvania",325396,NA,60836,1430,262196,1254,16981,1286,307,120,3586,357,339,176,21367,1642,20620,1678,49024,NA,42.2,0.2
42081,"Lycoming County, Pennsylvania",114022,NA,63437,2788,102334,610,5238,449,308,185,983,87,73,80,749,335,4337,696,2573,NA,41.4,0.4
42085,"Mercer County, Pennsylvania",110600,NA,57353,2084,98886,416,6171,325,94,49,773,125,20,26,786,217,3870,540,1768,NA,45,0.1
42089,"Monroe County, Pennsylvania",168128,NA,80656,2560,116728,1497,24720,1195,286,146,4288,355,58,57,8752,1765,13296,1616,29982,NA,43.5,0.3
42091,"Montgomery County, Pennsylvania",856399,NA,107441,1366,650218,2072,78309,1384,1420,585,67279,1046,312,187,15619,1823,43242,2393,48524,NA,41.2,0.2
42095,"Northampton County, Pennsylvania",314299,NA,82201,1588,248000,1340,18068,823,411,275,9536,496,119,54,15928,1506,22237,1672,46200,NA,41.9,0.2
42097,"Northumberland County, Pennsylvania",91340,NA,55952,1495,84070,423,2399,210,49,66,335,96,14,25,1410,395,3063,538,3879,NA,44.5,0.3
42101,"Philadelphia County, Pennsylvania",1593208,NA,57537,792,590860,4563,638907,4089,5216,1317,121051,1414,806,290,135715,5440,100653,5324,249723,NA,34.8,0.1
42107,"Schuylkill County, Pennsylvania",143201,NA,63574,1527,130117,553,4157,302,113,69,644,150,19,18,2344,567,5807,699,8813,NA,44.2,0.2
42111,"Somerset County, Pennsylvania",73802,NA,57357,1592,69865,224,1462,147,95,54,332,81,1,2,306,144,1741,282,1140,NA,46.7,0.3
42125,"Washington County, Pennsylvania",209631,NA,74403,1769,191587,677,6750,389,76,107,2432,237,66,29,1308,373,7412,796,3917,NA,44.2,0.2
42129,"Westmoreland County, Pennsylvania",354414,NA,69454,1383,329734,756,8809,621,142,69,3350,233,58,46,1584,380,10737,1011,4827,NA,47.2,0.1
42133,"York County, Pennsylvania",457051,NA,79183,1416,386877,1754,27481,1229,715,265,6713,419,177,89,11342,1380,23746,2068,38943,NA,41,0.3
44003,"Kent County, Rhode Island",170168,NA,85732,2795,149362,684,3440,489,472,200,5181,302,65,79,3199,589,8449,883,10712,NA,43.6,0.3
44005,"Newport County, Rhode Island",85442,NA,96319,3121,73700,629,3396,374,288,176,1168,266,223,268,1707,451,4960,643,5102,NA,46.4,0.3
44007,"Providence County, Rhode Island",657984,NA,72579,1884,428472,3368,58807,2144,2816,772,27554,681,445,181,68921,3328,70969,3796,161019,NA,37.6,0.2
44009,"Washington County, Rhode Island",129998,NA,99510,3981,118400,515,1457,340,468,207,2749,388,28,36,1342,473,5554,747,4635,NA,44.9,0.2
45003,"Aiken County, South Carolina",169865,NA,63212,2617,114221,730,42219,755,208,91,1727,229,12,46,1692,534,9786,887,10466,NA,41.8,0.4
45007,"Anderson County, South Carolina",204592,NA,62347,2220,159828,785,30574,796,423,203,2044,237,36,39,2832,656,8855,1143,8570,NA,40.6,0.3
45013,"Beaufort County, South Carolina",189071,NA,81260,2323,134379,1141,30700,820,346,268,2128,286,62,81,10094,1384,11362,1276,21259,NA,46.8,0.3
45015,"Berkeley County, South Carolina",231419,NA,77874,1757,148806,929,54006,1062,811,286,5473,368,201,82,7554,1121,14568,1606,16866,NA,36.7,0.2
45019,"Charleston County, South Carolina",409840,NA,78795,2075,274328,1167,101583,945,1198,580,7215,429,392,153,9770,1082,15354,1243,22152,NA,38.9,0.2
45035,"Dorchester County, South Carolina",162139,NA,73686,3419,104519,884,41248,920,474,200,3225,464,275,32,4007,849,8391,1119,9906,NA,37.7,0.4
45041,"Florence County, South Carolina",137015,NA,56088,2337,70072,499,58677,512,287,119,2067,163,25,32,2169,508,3718,683,4022,NA,39,0.4
45045,"Greenville County, South Carolina",528251,NA,71328,1572,368154,1992,90975,1804,2134,705,13333,563,292,62,20472,1738,32891,2414,52135,NA,38.5,0.2
45047,"Greenwood County, South Carolina",69309,NA,47553,2407,43025,664,21989,330,53,44,471,104,0,32,1118,611,2653,676,4520,NA,40.2,0.5
45051,"Horry County, South Carolina",356578,NA,59880,1583,282022,1542,44046,835,1174,379,4662,411,29,28,7060,1358,17585,1958,22350,NA,47.6,0.2
45055,"Kershaw County, South Carolina",65779,NA,61343,3294,45165,379,15058,508,63,56,294,110,88,128,2184,340,2927,612,3392,NA,40.6,0.5
45057,"Lancaster County, South Carolina",97611,NA,72186,3530,70124,888,19252,569,153,102,1904,120,0,32,2106,748,4072,797,6103,NA,42.2,0.4
45059,"Laurens County, South Carolina",67456,NA,52077,2105,46271,537,15564,415,54,32,404,86,59,6,2087,493,3017,620,3776,NA,41.2,0.4
45063,"Lexington County, South Carolina",295934,NA,71280,1598,222068,1113,44550,892,736,204,6127,392,202,105,6118,967,16133,1292,19189,NA,39.4,0.3
45073,"Oconee County, South Carolina",78775,NA,56710,2695,67134,582,5312,329,65,44,625,94,12,21,1721,543,3906,602,4586,NA,46.2,0.4
45075,"Orangeburg County, South Carolina",84159,NA,41020,2178,29059,392,51746,391,289,98,608,135,134,193,516,227,1807,524,2078,NA,40.5,0.4
45077,"Pickens County, South Carolina",131106,NA,57628,2634,113243,462,8190,364,183,88,2352,170,139,155,2067,419,4932,565,5451,NA,36.1,0.2
45079,"Richland County, South Carolina",416161,NA,59850,1532,176478,1203,196789,1542,869,328,12021,452,474,69,10183,1420,19347,1811,22616,NA,33.9,0.2
45083,"Spartanburg County, South Carolina",330119,NA,61955,1496,228719,1431,66986,952,715,258,7438,450,42,33,7533,1120,18686,1553,25019,NA,38,0.2
45085,"Sumter County, South Carolina",105199,NA,53970,2035,47752,438,48246,889,471,410,1347,220,77,80,1883,583,5423,1015,4516,NA,36.9,0.4
45091,"York County, South Carolina",282987,NA,80158,2289,200943,1178,53485,848,1545,220,7592,500,42,38,4672,1008,14708,1470,17821,NA,39.2,0.3
46083,"Lincoln County, South Dakota",65801,NA,92317,2853,60029,360,1504,269,194,126,1075,164,8,16,424,296,2567,445,1757,NA,35.9,0.4
46099,"Minnehaha County, South Dakota",197742,NA,73110,2270,162678,931,12350,640,3978,521,3741,350,85,74,2875,683,12035,1113,11009,NA,35.6,0.2
46103,"Pennington County, South Dakota",110386,NA,67823,2223,88983,565,1478,212,8283,583,1204,184,34,46,1040,336,9364,854,6239,NA,39.6,0.3
47001,"Anderson County, Tennessee",77337,NA,60633,2378,68460,385,2446,323,258,149,1017,145,62,90,1007,393,4087,527,2661,NA,42.1,0.4
47009,"Blount County, Tennessee",135951,NA,70935,2027,124296,625,3589,368,104,76,1034,166,36,45,827,298,6065,747,5234,NA,43.8,0.3
47011,"Bradley County, Tennessee",108859,NA,60692,1908,94075,816,5263,413,237,101,1075,161,0,32,3175,733,5034,574,7506,NA,39.9,0.5
47037,"Davidson County, Tennessee",709786,NA,71863,1354,423888,2514,186862,1989,965,258,25506,1046,358,77,27028,2349,45179,3450,75237,NA,34.7,0.1
47059,"Greene County, Tennessee",70399,NA,51975,3691,65527,331,1217,202,150,117,343,110,87,69,360,278,2715,486,2290,NA,44.7,0.2
47063,"Hamblen County, Tennessee",64531,NA,49656,3139,55250,741,2131,393,297,218,580,184,237,32,1625,568,4411,770,7928,NA,41.2,0.5
47065,"Hamilton County, Tennessee",367193,NA,69069,1516,266269,1310,65680,1247,550,217,6947,343,148,78,7780,1128,19819,1790,22890,NA,39.7,0.3
47093,"Knox County, Tennessee",481406,NA,68580,1290,399172,1445,39699,866,717,186,10931,438,285,99,6988,1112,23614,1598,22896,NA,37.4,0.2
47113,"Madison County, Tennessee",98644,NA,55280,2973,55026,589,36681,495,138,77,998,135,64,101,2601,610,3136,607,4219,NA,38.4,0.4
47119,"Maury County, Tennessee",102002,NA,71500,3394,82838,600,11082,609,329,212,890,144,8,13,744,435,6111,845,6747,NA,39.4,0.5
47125,"Montgomery County, Tennessee",222305,NA,67890,2012,145652,1202,44841,1244,890,257,5369,419,776,397,5386,928,19391,1704,23819,NA,31.4,0.2
47141,"Putnam County, Tennessee",80157,NA,54371,2200,71995,508,1782,226,166,131,841,201,0,32,1740,622,3633,536,5397,NA,36.3,0.5
47147,"Robertson County, Tennessee",73297,NA,74440,3433,61202,663,5263,350,133,78,524,95,2,4,3115,588,3058,564,5636,NA,39.4,0.4
47149,"Rutherford County, Tennessee",343727,NA,78291,1782,244580,1700,52366,1272,498,170,12520,612,452,387,10210,1241,23101,2377,31382,NA,34,0.1
47155,"Sevier County, Tennessee",98455,NA,60103,2743,89260,669,924,222,194,110,1202,176,35,65,2871,593,3969,582,6786,NA,43.9,0.4
47157,"Shelby County, Tennessee",926440,NA,59621,1066,339650,1891,498214,1953,2192,881,26723,607,371,217,28505,2568,30785,1996,62832,NA,35.9,0.1
47163,"Sullivan County, Tennessee",158722,NA,54357,2124,147979,449,3156,376,254,98,1225,197,12,19,1267,432,4829,616,3534,NA,45.2,0.2
47165,"Sumner County, Tennessee",196845,NA,81883,2335,162426,1133,16573,595,287,103,3068,232,159,110,4884,748,9448,1365,11143,NA,39.8,0.3
47179,"Washington County, Tennessee",133282,NA,58507,2962,118530,624,4931,502,261,215,2094,242,0,32,1677,429,5789,842,5172,NA,40.1,0.5
47187,"Williamson County, Tennessee",248897,NA,125943,4211,210242,1044,9729,684,497,322,12808,556,59,94,2660,953,12902,1325,12682,NA,40,0.3
47189,"Wilson County, Tennessee",149096,NA,89462,2780,124995,829,10464,441,193,178,2810,229,0,32,3357,836,7277,894,7519,NA,40,0.3
48005,"Angelina County, Texas",86608,NA,57055,2484,61095,1346,10924,737,775,424,828,133,0,35,2408,713,10578,1556,19893,NA,37.8,0.4
48021,"Bastrop County, Texas",98435,NA,80151,4882,59508,2279,6251,478,989,527,682,166,0,35,16903,2611,14102,1958,40570,NA,38,0.6
48027,"Bell County, Texas",372821,NA,62858,1761,203119,2921,88937,2142,2212,615,10801,671,2566,472,20520,1901,44666,3298,97612,NA,31.7,0.2
48029,"Bexar County, Texas",2014059,NA,67275,775,1150364,10649,153125,2525,17789,1777,62102,1240,2674,487,176609,6691,451396,9903,1229072,NA,34.2,0.1
48037,"Bowie County, Texas",92747,NA,56628,2331,61938,579,23462,559,477,158,1250,118,104,137,2121,563,3395,709,7521,NA,38.2,0.4
48039,"Brazoria County, Texas",374600,NA,91972,3041,218834,3024,57108,776,1920,719,26591,657,61,63,20719,1967,49367,2958,119553,NA,36.3,0.2
48041,"Brazos County, Texas",234548,NA,57562,1987,164847,1450,25596,549,1049,502,13811,436,218,73,7926,1088,21101,1282,61695,NA,26.3,0.2
48061,"Cameron County, Texas",421854,NA,47435,1616,264726,5500,2887,726,1066,224,2977,202,215,178,28225,2758,121758,4909,379591,NA,32,0.2
48085,"Collin County, Texas",1079153,NA,113255,1316,646170,3333,112804,1601,4716,752,183217,1463,732,330,34729,2533,96785,3253,168844,NA,37.1,0.2
48091,"Comal County, Texas",165201,NA,93744,2651,131280,1774,3795,407,528,247,2145,389,80,104,6389,1187,20984,1633,47275,NA,41.7,0.5
48099,"Coryell County, Texas",82927,NA,63281,2292,53170,710,11319,744,453,198,1761,198,626,80,2559,553,13039,1185,16252,NA,32.2,0.3
48113,"Dallas County, Texas",2604053,NA,70732,611,1208531,10265,585997,2832,16535,1783,174466,1387,1090,193,272450,9447,344984,9050,1066429,NA,33.8,0.2
48121,"Denton County, Texas",914870,NA,104180,1355,591538,3803,95197,1863,5580,1280,90293,1088,869,212,34453,2453,96940,4035,180694,NA,36.5,0.1
48135,"Ector County, Texas",162300,NA,70566,2966,97752,3399,8058,594,1236,499,1951,343,89,122,29474,3332,23740,2596,103201,NA,31,0.2
48139,"Ellis County, Texas",195509,NA,93248,2485,135604,2327,24584,614,1568,491,1420,160,123,176,11613,1421,20597,2127,53807,NA,36.2,0.2
48141,"El Paso County, Texas",863832,NA,55417,1064,428762,6409,27772,1216,6066,790,10820,702,1379,207,131477,4745,257556,7229,716538,NA,32.8,0.2
48157,"Fort Bend County, Texas",832607,NA,109987,2899,340686,4574,169120,2446,2695,856,178091,1998,392,146,49175,3212,92448,5247,209110,NA,36.9,0.2
48167,"Galveston County, Texas",350801,NA,83913,2331,238656,2746,43035,1127,1149,286,11781,452,628,415,13503,1593,42049,3128,90909,NA,38.1,0.3
48181,"Grayson County, Texas",137008,NA,66608,2399,111394,1193,7560,582,870,242,2057,280,76,78,3607,877,11444,1236,19982,NA,39.2,0.4
48183,"Gregg County, Texas",124245,NA,63811,2496,79841,1349,24244,812,300,165,1402,220,74,101,2242,597,16142,1683,24391,NA,35.8,0.3
48187,"Guadalupe County, Texas",173828,NA,88111,3461,114005,1872,14857,935,647,242,2951,390,60,63,10702,1391,30606,2093,67761,NA,37.3,0.2
48201,"Harris County, Texas",4726177,NA,70789,482,2175176,14456,893393,4425,33169,2849,333946,2589,3161,626,567532,13335,719800,13924,2076103,NA,34.1,0.1
48203,"Harrison County, Texas",69098,NA,63427,3052,46326,918,14215,360,281,163,421,111,0,35,2427,787,5428,1084,9597,NA,38.8,0.5
48209,"Hays County, Texas",245351,NA,79990,2985,173667,2672,9511,911,1727,654,4151,357,297,175,11718,1888,44280,2960,98944,NA,33.2,0.3
48213,"Henderson County, Texas",82627,NA,59778,2599,68511,851,4611,373,303,134,551,91,40,40,1352,409,7259,959,11544,NA,43.9,0.3
48215,"Hidalgo County, Texas",873167,NA,49371,1140,445353,8827,5389,665,2515,593,8281,370,155,8,94074,5326,317400,8518,807715,NA,29.8,0.1
